full_text,text_clean,token,text_normalized,stop,stemmed,polarity,stemmed_text
@Cookie_K3 Gw cod dari fb marketplace sm tentara mana dpt rog strix bnob harga jomplang ,gw cod dari fb marketplace sm tentara mana dpt rog strix bnob harga jomplang,"['gw', 'cod', 'dari', 'fb', 'marketplace', 'sm', 'tentara', 'mana', 'dpt', 'rog', 'strix', 'bnob', 'harga', 'jomplang']",saya cod dari fb marketplace sama tentara mana dapat rog strix bnob harga jomplang,"['cod', 'fb', 'marketplace', 'sama', 'tentara', 'mana', 'rog', 'strix', 'bnob', 'harga', 'jomplang']","['cod', 'fb', 'marketplace', 'sama', 'tentara', 'mana', 'rog', 'strix', 'bnob', 'harga', 'jomplang']",positive,cod fb marketplace sama tentara mana rog strix bnob harga jomplang
Kenapa manusia² marketplace fb itu belum deal²an tapi maksa minta no WA. Terus kalo udah bagi WA ujung²nya gajadi zzzz,kenapa manusia marketplace fb itu belum dealan tapi maksa minta no wa terus kalo udah bagi wa ujungnya gajadi zzzz,"['kenapa', 'manusia', 'marketplace', 'fb', 'itu', 'belum', 'dealan', 'tapi', 'maksa', 'minta', 'no', 'wa', 'terus', 'kalo', 'udah', 'bagi', 'wa', 'ujungnya', 'gajadi', 'zzzz']",kenapa manusia marketplace fb itu belum dealan tapi maksa minta no saya terus kalaupun sudah bagi saya ujungnya gajadi zzzz,"['manusia', 'marketplace', 'fb', 'dealan', 'maksa', 'minta', 'no', 'terus', 'kalaupun', 'ujungnya', 'gajadi', 'zzzz']","['manusia', 'marketplace', 'fb', 'dealan', 'maksa', 'minta', 'no', 'terus', 'kalaupun', 'ujung', 'gajadi', 'zzzz']",negative,manusia marketplace fb dealan maksa minta no terus kalaupun ujung gajadi zzzz
@WatchmenID Masih blm paham sama org yg nangisin lelaki bujang pemalas yang mau jual rumah neneknya di FB marketplace padahal neneknya masih idup mau rawat nenek biar dianggep perhatian,masih blm paham sama org yg nangisin lelaki bujang pemalas yang mau jual rumah neneknya di fb marketplace padahal neneknya masih idup mau rawat nenek biar dianggep perhatian,"['masih', 'blm', 'paham', 'sama', 'org', 'yg', 'nangisin', 'lelaki', 'bujang', 'pemalas', 'yang', 'mau', 'jual', 'rumah', 'neneknya', 'di', 'fb', 'marketplace', 'padahal', 'neneknya', 'masih', 'idup', 'mau', 'rawat', 'nenek', 'biar', 'dianggep', 'perhatian']",masih belum paham sama orang yang nangisin lelaki bujang pemalas yang mau jual rumah neneknya di fb marketplace padahal neneknya masih hidup mau rawat nenek biar dianggap perhatian,"['paham', 'sama', 'orang', 'nangisin', 'lelaki', 'bujang', 'pemalas', 'mau', 'jual', 'rumah', 'neneknya', 'fb', 'marketplace', 'padahal', 'neneknya', 'hidup', 'mau', 'rawat', 'nenek', 'biar', 'dianggap', 'perhatian']","['paham', 'sama', 'orang', 'nangisin', 'lelaki', 'bujang', 'malas', 'mau', 'jual', 'rumah', 'nenek', 'fb', 'marketplace', 'padahal', 'nenek', 'hidup', 'mau', 'rawat', 'nenek', 'biar', 'anggap', 'perhati']",negative,paham sama orang nangisin lelaki bujang malas mau jual rumah nenek fb marketplace padahal nenek hidup mau rawat nenek biar anggap perhati
@ibnux Di fb marketplace pasti ada yg jual #ytta,di fb marketplace pasti ada yg jual,"['di', 'fb', 'marketplace', 'pasti', 'ada', 'yg', 'jual']",di fb marketplace pasti ada yang jual,"['fb', 'marketplace', 'jual']","['fb', 'marketplace', 'jual']",positive,fb marketplace jual
Kita semua pernah sebodoh itu. Rumor Covid bisa nular lewat mata? yup ai langsung co nie goggles Trus sekarang nganggur. Pake pas nebangin bugenvil?dem nanti malah ditonton bocah tetangga. Akhirnya dipajang di FB Marketplace. Laku! Terimakasih smg jaya main pinballnya kak https://t.co/HfhUKzScOF,kita semua pernah sebodoh itu rumor covid bisa nular lewat mata yup ai langsung co nie goggles trus sekarang nganggur pake pas nebangin bugenvildem nanti malah ditonton bocah tetangga akhirnya dipajang di fb marketplace laku terimakasih smg jaya main pinballnya kak,"['kita', 'semua', 'pernah', 'sebodoh', 'itu', 'rumor', 'covid', 'bisa', 'nular', 'lewat', 'mata', 'yup', 'ai', 'langsung', 'co', 'nie', 'goggles', 'trus', 'sekarang', 'nganggur', 'pake', 'pas', 'nebangin', 'bugenvildem', 'nanti', 'malah', 'ditonton', 'bocah', 'tetangga', 'akhirnya', 'dipajang', 'di', 'fb', 'marketplace', 'laku', 'terimakasih', 'smg', 'jaya', 'main', 'pinballnya', 'kak']",kita semua pernah sebodoh itu rumor covid bisa nular lewat mata yup ai langsung co ini goggles terus sekarang menganggur pakai pas nebangin bugenvildem nanti malah ditonton bocah tetangga akhirnya dipajang di fb marketplace laku terima kasih semoga jaya main pinballnya kak,"['semua', 'pernah', 'sebodoh', 'rumor', 'covid', 'nular', 'lewat', 'mata', 'yup', 'ai', 'langsung', 'co', 'goggles', 'terus', 'sekarang', 'menganggur', 'pakai', 'pas', 'nebangin', 'bugenvildem', 'malah', 'ditonton', 'bocah', 'tetangga', 'akhirnya', 'dipajang', 'fb', 'marketplace', 'laku', 'terima', 'kasih', 'semoga', 'jaya', 'main', 'pinballnya', 'kak']","['semua', 'pernah', 'bodoh', 'rumor', 'covid', 'nular', 'lewat', 'mata', 'yup', 'ai', 'langsung', 'co', 'goggles', 'terus', 'sekarang', 'anggur', 'pakai', 'pas', 'nebangin', 'bugenvildem', 'malah', 'tonton', 'bocah', 'tetangga', 'akhir', 'pajang', 'fb', 'marketplace', 'laku', 'terima', 'kasih', 'moga', 'jaya', 'main', 'pinballnya', 'kak']",positive,semua pernah bodoh rumor covid nular lewat mata yup ai langsung co goggles terus sekarang anggur pakai pas nebangin bugenvildem malah tonton bocah tetangga akhir pajang fb marketplace laku terima kasih moga jaya main pinballnya kak
@Aiyuen2 @worksfess iya second kalau baru sekitaran 15 keatas deh. Beli di marketplace Fb pembayaran lewat tokopedia.,iya second kalau baru sekitaran keatas deh beli di marketplace fb pembayaran lewat tokopedia,"['iya', 'second', 'kalau', 'baru', 'sekitaran', 'keatas', 'deh', 'beli', 'di', 'marketplace', 'fb', 'pembayaran', 'lewat', 'tokopedia']",iya second kalau baru sekitaran keatas deh beli di marketplace fb pembayaran lewat tokopedia,"['iya', 'second', 'kalau', 'baru', 'sekitaran', 'keatas', 'deh', 'beli', 'marketplace', 'fb', 'pembayaran', 'lewat', 'tokopedia']","['iya', 'second', 'kalau', 'baru', 'sekitar', 'atas', 'deh', 'beli', 'marketplace', 'fb', 'bayar', 'lewat', 'tokopedia']",positive,iya second kalau baru sekitar atas deh beli marketplace fb bayar lewat tokopedia
@urwhiskyyy Beli di toko kelontong yg gede biar ada kardus rokok tuh gede kalau ga cari di marketplace fb,beli di toko kelontong yg gede biar ada kardus rokok tuh gede kalau ga cari di marketplace fb,"['beli', 'di', 'toko', 'kelontong', 'yg', 'gede', 'biar', 'ada', 'kardus', 'rokok', 'tuh', 'gede', 'kalau', 'ga', 'cari', 'di', 'marketplace', 'fb']",beli di toko kelontong yang besar biar ada kardus rokok  itu besar kalau tidak cari di marketplace fb,"['beli', 'toko', 'kelontong', 'besar', 'biar', 'kardus', 'rokok', 'besar', 'kalau', 'cari', 'marketplace', 'fb']","['beli', 'toko', 'kelontong', 'besar', 'biar', 'kardus', 'rokok', 'besar', 'kalau', 'cari', 'marketplace', 'fb']",positive,beli toko kelontong besar biar kardus rokok besar kalau cari marketplace fb
@rubysfave @ichiochaacha @dudidumdum @tatalizin @keretaapikita @KAI121 Di fb marketplace kak cod aja biar bisa cek kondisi. Atau toko orange hijau aman juga,di fb marketplace kak cod aja biar bisa cek kondisi atau toko orange hijau aman juga,"['di', 'fb', 'marketplace', 'kak', 'cod', 'aja', 'biar', 'bisa', 'cek', 'kondisi', 'atau', 'toko', 'orange', 'hijau', 'aman', 'juga']",di fb marketplace kak cod saja biar bisa cek kondisi atau toko orange hijau aman juga,"['fb', 'marketplace', 'kak', 'cod', 'biar', 'cek', 'kondisi', 'toko', 'orange', 'hijau', 'aman']","['fb', 'marketplace', 'kak', 'cod', 'biar', 'cek', 'kondisi', 'toko', 'orange', 'hijau', 'aman']",positive,fb marketplace kak cod biar cek kondisi toko orange hijau aman
@makassarfes Di Marketplace FB coba cari nder.,di marketplace fb coba cari nder,"['di', 'marketplace', 'fb', 'coba', 'cari', 'nder']",di marketplace fb coba cari nder,"['marketplace', 'fb', 'coba', 'cari', 'nder']","['marketplace', 'fb', 'coba', 'cari', 'nder']",positive,marketplace fb coba cari nder
 mam siang mandi duhur tinggal rebahan sambil fb marketplace ,mam siang mandi duhur tinggal rebahan sambil fb marketplace,"['mam', 'siang', 'mandi', 'duhur', 'tinggal', 'rebahan', 'sambil', 'fb', 'marketplace']",mam siang mandi duhur tinggal rebahan sambil fb marketplace,"['mam', 'siang', 'mandi', 'duhur', 'tinggal', 'rebahan', 'fb', 'marketplace']","['mam', 'siang', 'mandi', 'duhur', 'tinggal', 'rebah', 'fb', 'marketplace']",positive,mam siang mandi duhur tinggal rebah fb marketplace
@alteregossd marketplace fb atau ga macbook 2nd aja,marketplace fb atau ga macbook nd aja,"['marketplace', 'fb', 'atau', 'ga', 'macbook', 'nd', 'aja']",marketplace fb atau tidak macbook nd saja,"['marketplace', 'fb', 'macbook', 'nd']","['marketplace', 'fb', 'macbook', 'nd']",positive,marketplace fb macbook nd
@kuTakPunyaati @dudidumdum @tatalizin @keretaapikita @KAI121 Di fb marketplace kak orange hijau juga bnyk kok.,di fb marketplace kak orange hijau juga bnyk kok,"['di', 'fb', 'marketplace', 'kak', 'orange', 'hijau', 'juga', 'bnyk', 'kok']",di fb marketplace kak orange hijau juga banyak kok,"['fb', 'marketplace', 'kak', 'orange', 'hijau', 'banyak', 'kok']","['fb', 'marketplace', 'kak', 'orange', 'hijau', 'banyak', 'kok']",positive,fb marketplace kak orange hijau banyak kok
@ogiehart Sekarang lebih enak ngado duit mas. Aku juga lagi proses ngluarin barang2 koleksi alm bapak ibu biar rumah lapang. Kujualin di FB Marketplace. Ini 2 pajangan ibu yg sudah pindah tangan. Lemari dapur belum kerambah. https://t.co/DIreOWDk5o,sekarang lebih enak ngado duit mas aku juga lagi proses ngluarin barang koleksi alm bapak ibu biar rumah lapang kujualin di fb marketplace ini pajangan ibu yg sudah pindah tangan lemari dapur belum kerambah,"['sekarang', 'lebih', 'enak', 'ngado', 'duit', 'mas', 'aku', 'juga', 'lagi', 'proses', 'ngluarin', 'barang', 'koleksi', 'alm', 'bapak', 'ibu', 'biar', 'rumah', 'lapang', 'kujualin', 'di', 'fb', 'marketplace', 'ini', 'pajangan', 'ibu', 'yg', 'sudah', 'pindah', 'tangan', 'lemari', 'dapur', 'belum', 'kerambah']",sekarang lebih enak ngado uang mas saya juga lagi proses ngluarin barang koleksi almarhum bapak ibu biar rumah lapang kujualin di fb marketplace ini pajangan ibu yang sudah pindah tangan lemari dapur belum kerambah,"['sekarang', 'lebih', 'enak', 'ngado', 'uang', 'mas', 'proses', 'ngluarin', 'barang', 'koleksi', 'almarhum', 'bapak', 'ibu', 'biar', 'rumah', 'lapang', 'kujualin', 'fb', 'marketplace', 'pajangan', 'ibu', 'pindah', 'tangan', 'lemari', 'dapur', 'kerambah']","['sekarang', 'lebih', 'enak', 'ngado', 'uang', 'mas', 'proses', 'ngluarin', 'barang', 'koleksi', 'almarhum', 'bapak', 'ibu', 'biar', 'rumah', 'lapang', 'kujualin', 'fb', 'marketplace', 'pajang', 'ibu', 'pindah', 'tangan', 'lemari', 'dapur', 'rambah']",positive,sekarang lebih enak ngado uang mas proses ngluarin barang koleksi almarhum bapak ibu biar rumah lapang kujualin fb marketplace pajang ibu pindah tangan lemari dapur rambah
@sbyfess Iki podo koyok nak marketplace fb takon rego opo lokasi diwara inbax inbox ae jembot kari jawab ae leren inbox cok,iki podo koyok nak marketplace fb takon rego opo lokasi diwara inbax inbox ae jembot kari jawab ae leren inbox cok,"['iki', 'podo', 'koyok', 'nak', 'marketplace', 'fb', 'takon', 'rego', 'opo', 'lokasi', 'diwara', 'inbax', 'inbox', 'ae', 'jembot', 'kari', 'jawab', 'ae', 'leren', 'inbox', 'cok']",ini podo koyok nak marketplace fb takon rego apa lokasi diwara inbax inbox ae jembot kari jawab ae leren inbox cok,"['podo', 'koyok', 'nak', 'marketplace', 'fb', 'takon', 'rego', 'apa', 'lokasi', 'diwara', 'inbax', 'inbox', 'ae', 'jembot', 'kari', 'jawab', 'ae', 'leren', 'inbox', 'cok']","['podo', 'koyok', 'nak', 'marketplace', 'fb', 'takon', 'rego', 'apa', 'lokasi', 'wara', 'inbax', 'inbox', 'ae', 'jembot', 'kari', 'jawab', 'ae', 'leren', 'inbox', 'cok']",negative,podo koyok nak marketplace fb takon rego apa lokasi wara inbax inbox ae jembot kari jawab ae leren inbox cok
@2vmodular Pernah nemu Audi mesin Kijang? Saya pernah lihat di FB Marketplace Audi A4 mesin Kijang,pernah nemu audi mesin kijang saya pernah lihat di fb marketplace audi mesin kijang,"['pernah', 'nemu', 'audi', 'mesin', 'kijang', 'saya', 'pernah', 'lihat', 'di', 'fb', 'marketplace', 'audi', 'mesin', 'kijang']",pernah nemu audi mesin kijang saya pernah lihat di fb marketplace audi mesin kijang,"['pernah', 'nemu', 'audi', 'mesin', 'kijang', 'pernah', 'lihat', 'fb', 'marketplace', 'audi', 'mesin', 'kijang']","['pernah', 'nemu', 'audi', 'mesin', 'kijang', 'pernah', 'lihat', 'fb', 'marketplace', 'audi', 'mesin', 'kijang']",positive,pernah nemu audi mesin kijang pernah lihat fb marketplace audi mesin kijang
@stis_fess kalo terdiri atas gadget + houseware itu genrenya udah beda nder. kalo mau cepet terjual coba ke jembatan hitam. kalo males ribet jual aja di fb marketplace tapi kudu harga anjlok klo mo cepet. klo khusus gadget mampir pgc. khusus elektronik houseware aku up gatau ,kalo terdiri atas gadget houseware itu genrenya udah beda nder kalo mau cepet terjual coba ke jembatan hitam kalo males ribet jual aja di fb marketplace tapi kudu harga anjlok klo mo cepet klo khusus gadget mampir pgc khusus elektronik houseware aku up gatau,"['kalo', 'terdiri', 'atas', 'gadget', 'houseware', 'itu', 'genrenya', 'udah', 'beda', 'nder', 'kalo', 'mau', 'cepet', 'terjual', 'coba', 'ke', 'jembatan', 'hitam', 'kalo', 'males', 'ribet', 'jual', 'aja', 'di', 'fb', 'marketplace', 'tapi', 'kudu', 'harga', 'anjlok', 'klo', 'mo', 'cepet', 'klo', 'khusus', 'gadget', 'mampir', 'pgc', 'khusus', 'elektronik', 'houseware', 'aku', 'up', 'gatau']",kalaupun terdiri atas gadget houseware itu genrenya sudah beda nder kalaupun mau cepat terjual coba ke jembatan hitam kalaupun malas  ribet jual saja di fb marketplace tapi harus harga anjlok kalau mau cepat kalau khusus gadget mampir pgc khusus elektronik houseware saya up tidak tahu,"['kalaupun', 'terdiri', 'atas', 'gadget', 'houseware', 'genrenya', 'beda', 'nder', 'kalaupun', 'mau', 'cepat', 'terjual', 'coba', 'jembatan', 'hitam', 'kalaupun', 'malas', 'ribet', 'jual', 'fb', 'marketplace', 'harga', 'anjlok', 'kalau', 'mau', 'cepat', 'kalau', 'khusus', 'gadget', 'mampir', 'pgc', 'khusus', 'elektronik', 'houseware', 'up', 'tahu']","['kalaupun', 'diri', 'atas', 'gadget', 'houseware', 'genre', 'beda', 'nder', 'kalaupun', 'mau', 'cepat', 'jual', 'coba', 'jembatan', 'hitam', 'kalaupun', 'malas', 'ribet', 'jual', 'fb', 'marketplace', 'harga', 'anjlok', 'kalau', 'mau', 'cepat', 'kalau', 'khusus', 'gadget', 'mampir', 'pgc', 'khusus', 'elektronik', 'houseware', 'up', 'tahu']",positive,kalaupun diri atas gadget houseware genre beda nder kalaupun mau cepat jual coba jembatan hitam kalaupun malas ribet jual fb marketplace harga anjlok kalau mau cepat kalau khusus gadget mampir pgc khusus elektronik houseware up tahu
jualan di marketplace fb emang bikin emosi. mulai dr yg nawar sadis sampe tanya harga sm lokasi yg sudah terpampang jelas di deskripsi.,jualan di marketplace fb emang bikin emosi mulai dr yg nawar sadis sampe tanya harga sm lokasi yg sudah terpampang jelas di deskripsi,"['jualan', 'di', 'marketplace', 'fb', 'emang', 'bikin', 'emosi', 'mulai', 'dr', 'yg', 'nawar', 'sadis', 'sampe', 'tanya', 'harga', 'sm', 'lokasi', 'yg', 'sudah', 'terpampang', 'jelas', 'di', 'deskripsi']",jualan di marketplace fb memang bikin emosi mulai dari yang nawar sadis sampai tanya harga sama lokasi yang sudah terpampang jelas di deskripsi,"['jualan', 'marketplace', 'fb', 'memang', 'bikin', 'emosi', 'mulai', 'nawar', 'sadis', 'tanya', 'harga', 'sama', 'lokasi', 'terpampang', 'jelas', 'deskripsi']","['jual', 'marketplace', 'fb', 'memang', 'bikin', 'emosi', 'mulai', 'nawar', 'sadis', 'tanya', 'harga', 'sama', 'lokasi', 'pampang', 'jelas', 'deskripsi']",negative,jual marketplace fb memang bikin emosi mulai nawar sadis tanya harga sama lokasi pampang jelas deskripsi
@nastarpandor emang ladang fjb terbaik skr fb marketplace tu,emang ladang fjb terbaik skr fb marketplace tu,"['emang', 'ladang', 'fjb', 'terbaik', 'skr', 'fb', 'marketplace', 'tu']",memang ladang fjb terbaik sekarang fb marketplace itu,"['memang', 'ladang', 'fjb', 'terbaik', 'sekarang', 'fb', 'marketplace']","['memang', 'ladang', 'fjb', 'baik', 'sekarang', 'fb', 'marketplace']",positive,memang ladang fjb baik sekarang fb marketplace
Di platform e-commerce aja blm tentu aman lah ini di FB. Bokap gw sering jg nyari2 barang di marketplace FB cerita ke gw dan ga pernah bosen gw ingetin buat jgn pernah beli barang di marketplace. Udh banyak kasus penjualan fiktif disitu,di platform ecommerce aja blm tentu aman lah ini di fb bokap gw sering jg nyari barang di marketplace fb cerita ke gw dan ga pernah bosen gw ingetin buat jgn pernah beli barang di marketplace udh banyak kasus penjualan fiktif disitu,"['di', 'platform', 'ecommerce', 'aja', 'blm', 'tentu', 'aman', 'lah', 'ini', 'di', 'fb', 'bokap', 'gw', 'sering', 'jg', 'nyari', 'barang', 'di', 'marketplace', 'fb', 'cerita', 'ke', 'gw', 'dan', 'ga', 'pernah', 'bosen', 'gw', 'ingetin', 'buat', 'jgn', 'pernah', 'beli', 'barang', 'di', 'marketplace', 'udh', 'banyak', 'kasus', 'penjualan', 'fiktif', 'disitu']",di platform ecommerce saja belum tentu aman lah ini di fb bokap saya sering juga mencari barang di marketplace fb cerita ke saya dan tidak pernah bosen saya ingatkan buat jangan pernah beli barang di marketplace sudah banyak kasus penjualan fiktif disitu,"['platform', 'ecommerce', 'aman', 'lah', 'fb', 'bokap', 'sering', 'mencari', 'barang', 'marketplace', 'fb', 'cerita', 'pernah', 'bosen', 'ingatkan', 'buat', 'jangan', 'pernah', 'beli', 'barang', 'marketplace', 'banyak', 'kasus', 'penjualan', 'fiktif', 'disitu']","['platform', 'ecommerce', 'aman', 'lah', 'fb', 'bokap', 'sering', 'cari', 'barang', 'marketplace', 'fb', 'cerita', 'pernah', 'bosen', 'ingat', 'buat', 'jangan', 'pernah', 'beli', 'barang', 'marketplace', 'banyak', 'kasus', 'jual', 'fiktif', 'situ']",negative,platform ecommerce aman lah fb bokap sering cari barang marketplace fb cerita pernah bosen ingat buat jangan pernah beli barang marketplace banyak kasus jual fiktif situ
stop lah beli direct gini lewat FB atau sosial media lain tanpa rekber dijamin 99% PENIPUAN. fungsi marketplace seperti FB itu tujuannya buat ngiklan aja transaksi selanjutnya ya cari metode yang aman bisa COD ataupun rekber (CO lewat marketplace seller),stop lah beli direct gini lewat fb atau sosial media lain tanpa rekber dijamin penipuan fungsi marketplace seperti fb itu tujuannya buat ngiklan aja transaksi selanjutnya ya cari metode yang aman bisa cod ataupun rekber co lewat marketplace seller,"['stop', 'lah', 'beli', 'direct', 'gini', 'lewat', 'fb', 'atau', 'sosial', 'media', 'lain', 'tanpa', 'rekber', 'dijamin', 'penipuan', 'fungsi', 'marketplace', 'seperti', 'fb', 'itu', 'tujuannya', 'buat', 'ngiklan', 'aja', 'transaksi', 'selanjutnya', 'ya', 'cari', 'metode', 'yang', 'aman', 'bisa', 'cod', 'ataupun', 'rekber', 'co', 'lewat', 'marketplace', 'seller']",stop lah beli direct begini lewat fb atau sosial media lain tanpa rekber dijamin penipuan fungsi marketplace seperti fb itu tujuannya buat ngiklan saja transaksi selanjutnya ya cari metode yang aman bisa cod ataupun rekber co lewat marketplace seller,"['stop', 'lah', 'beli', 'direct', 'begini', 'lewat', 'fb', 'sosial', 'media', 'rekber', 'dijamin', 'penipuan', 'fungsi', 'marketplace', 'fb', 'tujuannya', 'buat', 'ngiklan', 'transaksi', 'selanjutnya', 'cari', 'metode', 'aman', 'cod', 'ataupun', 'rekber', 'co', 'lewat', 'marketplace', 'seller']","['stop', 'lah', 'beli', 'direct', 'begini', 'lewat', 'fb', 'sosial', 'media', 'rekber', 'jamin', 'tipu', 'fungsi', 'marketplace', 'fb', 'tuju', 'buat', 'ngiklan', 'transaksi', 'lanjut', 'cari', 'metode', 'aman', 'cod', 'atau', 'rekber', 'co', 'lewat', 'marketplace', 'seller']",negative,stop lah beli direct begini lewat fb sosial media rekber jamin tipu fungsi marketplace fb tuju buat ngiklan transaksi lanjut cari metode aman cod atau rekber co lewat marketplace seller
sefruit tips dari org yg suka beli gadget dari marketplace fb: pastiin satu kota dan yang bisa cod. skrg di fb marketplace udah gak kaya dulu banyak yg ngaku ngaku domisili sama pas ditanya dimana persisnya malah dijawab kota lain.,sefruit tips dari org yg suka beli gadget dari marketplace fb pastiin satu kota dan yang bisa cod skrg di fb marketplace udah gak kaya dulu banyak yg ngaku ngaku domisili sama pas ditanya dimana persisnya malah dijawab kota lain,"['sefruit', 'tips', 'dari', 'org', 'yg', 'suka', 'beli', 'gadget', 'dari', 'marketplace', 'fb', 'pastiin', 'satu', 'kota', 'dan', 'yang', 'bisa', 'cod', 'skrg', 'di', 'fb', 'marketplace', 'udah', 'gak', 'kaya', 'dulu', 'banyak', 'yg', 'ngaku', 'ngaku', 'domisili', 'sama', 'pas', 'ditanya', 'dimana', 'persisnya', 'malah', 'dijawab', 'kota', 'lain']",sefruit tips dari orang yang suka beli gadget dari marketplace fb pastiin satu kota dan yang bisa cod sekarang di fb marketplace sudah tidak seperti dulu banyak yang mengaku mengaku domisili sama pas ditanya dimana persisnya malah dijawab kota lain,"['sefruit', 'tips', 'orang', 'suka', 'beli', 'gadget', 'marketplace', 'fb', 'pastiin', 'satu', 'kota', 'cod', 'sekarang', 'fb', 'marketplace', 'dulu', 'banyak', 'mengaku', 'mengaku', 'domisili', 'sama', 'pas', 'ditanya', 'persisnya', 'malah', 'dijawab', 'kota']","['sefruit', 'tips', 'orang', 'suka', 'beli', 'gadget', 'marketplace', 'fb', 'pastiin', 'satu', 'kota', 'cod', 'sekarang', 'fb', 'marketplace', 'dulu', 'banyak', 'aku', 'aku', 'domisili', 'sama', 'pas', 'tanya', 'persis', 'malah', 'jawab', 'kota']",negative,sefruit tips orang suka beli gadget marketplace fb pastiin satu kota cod sekarang fb marketplace dulu banyak aku aku domisili sama pas tanya persis malah jawab kota
Udah mau 2025 masih aja percaya direct tf sama random people dari fb marketplace berani banget beli barang mahal tanpa pake platform e-commerce,udah mau masih aja percaya direct tf sama random people dari fb marketplace berani banget beli barang mahal tanpa pake platform ecommerce,"['udah', 'mau', 'masih', 'aja', 'percaya', 'direct', 'tf', 'sama', 'random', 'people', 'dari', 'fb', 'marketplace', 'berani', 'banget', 'beli', 'barang', 'mahal', 'tanpa', 'pake', 'platform', 'ecommerce']",sudah mau masih saja percaya direct tf sama random people dari fb marketplace berani banget beli barang mahal tanpa pakai platform ecommerce,"['mau', 'percaya', 'direct', 'tf', 'sama', 'random', 'people', 'fb', 'marketplace', 'berani', 'banget', 'beli', 'barang', 'mahal', 'pakai', 'platform', 'ecommerce']","['mau', 'percaya', 'direct', 'tf', 'sama', 'random', 'people', 'fb', 'marketplace', 'berani', 'banget', 'beli', 'barang', 'mahal', 'pakai', 'platform', 'ecommerce']",negative,mau percaya direct tf sama random people fb marketplace berani banget beli barang mahal pakai platform ecommerce
fb marketplace itu ya buat cod yang deket deket aja..,fb marketplace itu ya buat cod yang deket deket aja,"['fb', 'marketplace', 'itu', 'ya', 'buat', 'cod', 'yang', 'deket', 'deket', 'aja']",fb marketplace itu ya buat cod yang dekat dekat saja,"['fb', 'marketplace', 'buat', 'cod', 'dekat', 'dekat']","['fb', 'marketplace', 'buat', 'cod', 'dekat', 'dekat']",positive,fb marketplace buat cod dekat dekat
@ChrissBrizzi120 di marketplace kyk fb n olx biasanya suka ad aja yg nyari,di marketplace kyk fb olx biasanya suka ad aja yg nyari,"['di', 'marketplace', 'kyk', 'fb', 'olx', 'biasanya', 'suka', 'ad', 'aja', 'yg', 'nyari']",di marketplace seperti fb olx biasanya suka ada saja yang mencari,"['marketplace', 'fb', 'olx', 'biasanya', 'suka', 'mencari']","['marketplace', 'fb', 'olx', 'biasa', 'suka', 'cari']",positive,marketplace fb olx biasa suka cari
@tanyakanrl Mio yg smile kayaknya dapat full paper kalo mio yg lama kaya nya malah ga dapet. Lagi di goreng soal nya atau ga tipe bebek vega R supra fit dll cek marketplace fb coba nder biasanya banyak harga ajaib,mio yg smile kayaknya dapat full paper kalo mio yg lama kaya nya malah ga dapet lagi di goreng soal nya atau ga tipe bebek vega supra fit dll cek marketplace fb coba nder biasanya banyak harga ajaib,"['mio', 'yg', 'smile', 'kayaknya', 'dapat', 'full', 'paper', 'kalo', 'mio', 'yg', 'lama', 'kaya', 'nya', 'malah', 'ga', 'dapet', 'lagi', 'di', 'goreng', 'soal', 'nya', 'atau', 'ga', 'tipe', 'bebek', 'vega', 'supra', 'fit', 'dll', 'cek', 'marketplace', 'fb', 'coba', 'nder', 'biasanya', 'banyak', 'harga', 'ajaib']",mio yang smile sepertinya dapat full paper kalaupun mio yang lama seperti nya malah tidak dapat lagi di goreng soal nya atau tidak tipe bebek vega supra fit dan lain-lain cek marketplace fb coba nder biasanya banyak harga ajaib,"['mio', 'smile', 'sepertinya', 'full', 'paper', 'kalaupun', 'mio', 'lama', 'nya', 'malah', 'goreng', 'soal', 'nya', 'tipe', 'bebek', 'vega', 'supra', 'fit', 'cek', 'marketplace', 'fb', 'coba', 'nder', 'biasanya', 'banyak', 'harga', 'ajaib']","['mio', 'smile', 'seperti', 'full', 'paper', 'kalaupun', 'mio', 'lama', 'nya', 'malah', 'goreng', 'soal', 'nya', 'tipe', 'bebek', 'vega', 'supra', 'fit', 'cek', 'marketplace', 'fb', 'coba', 'nder', 'biasa', 'banyak', 'harga', 'ajaib']",positive,mio smile seperti full paper kalaupun mio lama nya malah goreng soal nya tipe bebek vega supra fit cek marketplace fb coba nder biasa banyak harga ajaib
@_Nikolicious @slltea klo di fb biasany di marketplace nya cup ketik aja di search bar trus geser ke menu marketplace,klo di fb biasany di marketplace nya cup ketik aja di search bar trus geser ke menu marketplace,"['klo', 'di', 'fb', 'biasany', 'di', 'marketplace', 'nya', 'cup', 'ketik', 'aja', 'di', 'search', 'bar', 'trus', 'geser', 'ke', 'menu', 'marketplace']",kalau di fb biasany di marketplace nya cup ketik saja di search bar terus geser ke menu marketplace,"['kalau', 'fb', 'biasany', 'marketplace', 'nya', 'cup', 'ketik', 'search', 'bar', 'terus', 'geser', 'menu', 'marketplace']","['kalau', 'fb', 'biasany', 'marketplace', 'nya', 'cup', 'ketik', 'search', 'bar', 'terus', 'geser', 'menu', 'marketplace']",positive,kalau fb biasany marketplace nya cup ketik search bar terus geser menu marketplace
