full_text,text_clean,token,text_normalized,stop,stemmed,polarity
@5teV3n_Pe9eL Kaga heran segitu gampang nya buka marketplace FB aja ketik upal.. Muncul dah semua. Seterang terangan gitu kah sekarang? https://t.co/v8Tl5IssYy,kaga heran segitu gampang nya buka marketplace fb aja ketik upal muncul dah semua seterang terangan gitu kah sekarang,"['kaga', 'heran', 'segitu', 'gampang', 'nya', 'buka', 'marketplace', 'fb', 'aja', 'ketik', 'upal', 'muncul', 'dah', 'semua', 'seterang', 'terangan', 'gitu', 'kah', 'sekarang']",tidak heran segitu gampang nya buka marketplace fb saja ketik upal muncul sudah semua seterang terangan begitu kah sekarang,"['kaga', 'heran', 'segitu', 'gampang', 'nya', 'buka', 'marketplace', 'fb', 'aja', 'ketik', 'upal', 'muncul', 'dah', 'semua', 'seterang', 'terangan', 'gitu', 'sekarang']","['kaga', 'heran', 'segitu', 'gampang', 'nya', 'buka', 'marketplace', 'fb', 'aja', 'ketik', 'upal', 'muncul', 'dah', 'semua', 'seterang', 'terangan', 'gitu', 'sekarang']",positive
selalu berakhir pusing kalau liat-liat harga rumah Bandung di marketplace fb ,selalu berakhir pusing kalau liatliat harga rumah bandung di marketplace fb,"['selalu', 'berakhir', 'pusing', 'kalau', 'liatliat', 'harga', 'rumah', 'bandung', 'di', 'marketplace', 'fb']",selalu berakhir pusing kalau liatliat harga rumah bandung di marketplace fb,"['selalu', 'berakhir', 'pusing', 'kalau', 'liatliat', 'harga', 'rumah', 'bandung', 'marketplace', 'fb']","['selalu', 'berakhir', 'pusing', 'kalau', 'liatliat', 'harga', 'rumah', 'bandung', 'marketplace', 'fb']",negative
@getmystylee knp lu gegabah bgt nder? ke dua kali loh. plis jgn kalau mau beli hp di sosmed belinya di marketplace fb aja disono lu bisa nego2 trs cari yg dket biar bisa cod ma orangnya aih kesel bgt,knp lu gegabah bgt nder ke dua kali loh plis jgn kalau mau beli hp di sosmed belinya di marketplace fb aja disono lu bisa nego trs cari yg dket biar bisa cod ma orangnya aih kesel bgt,"['knp', 'lu', 'gegabah', 'bgt', 'nder', 'ke', 'dua', 'kali', 'loh', 'plis', 'jgn', 'kalau', 'mau', 'beli', 'hp', 'di', 'sosmed', 'belinya', 'di', 'marketplace', 'fb', 'aja', 'disono', 'lu', 'bisa', 'nego', 'trs', 'cari', 'yg', 'dket', 'biar', 'bisa', 'cod', 'ma', 'orangnya', 'aih', 'kesel', 'bgt']",kenapa kamu gegabah begitu nder ke dua kali loh plis jangan kalau mau beli hp di sosmed belinya di marketplace fb saja disono kamu bisa nego terus cari yang dket biar bisa cod sama orangnya aih kesal begitu,"['knp', 'lu', 'gegabah', 'bgt', 'nder', 'kali', 'loh', 'plis', 'jgn', 'kalau', 'mau', 'beli', 'hp', 'sosmed', 'belinya', 'marketplace', 'fb', 'aja', 'disono', 'lu', 'nego', 'trs', 'cari', 'yg', 'dket', 'biar', 'cod', 'ma', 'orangnya', 'aih', 'kesel', 'bgt']","['knp', 'lu', 'gegabah', 'bgt', 'nder', 'kali', 'loh', 'plis', 'jgn', 'kalau', 'mau', 'beli', 'hp', 'sosmed', 'belinya', 'marketplace', 'fb', 'aja', 'disono', 'lu', 'nego', 'trs', 'cari', 'yg', 'dket', 'biar', 'cod', 'ma', 'orangnya', 'aih', 'kesel', 'bgt']",positive
Gue gak pernah percaya fb marketplace soalnya ada tetangga yg beli baju gamis gitu dari gambarnya bagus banget ternyata yg datang baju bekas mana harganya mahal pas komplain ke pedagangnya malah diblokir greget banget gue udah mending Shopee tokped deh.,gue gak pernah percaya fb marketplace soalnya ada tetangga yg beli baju gamis gitu dari gambarnya bagus banget ternyata yg datang baju bekas mana harganya mahal pas komplain ke pedagangnya malah diblokir greget banget gue udah mending shopee tokped deh,"['gue', 'gak', 'pernah', 'percaya', 'fb', 'marketplace', 'soalnya', 'ada', 'tetangga', 'yg', 'beli', 'baju', 'gamis', 'gitu', 'dari', 'gambarnya', 'bagus', 'banget', 'ternyata', 'yg', 'datang', 'baju', 'bekas', 'mana', 'harganya', 'mahal', 'pas', 'komplain', 'ke', 'pedagangnya', 'malah', 'diblokir', 'greget', 'banget', 'gue', 'udah', 'mending', 'shopee', 'tokped', 'deh']",aku tidak pernah percaya fb marketplace soalnya ada tetangga yang beli baju gamis begitu dari gambarnya bagus banget ternyata yang datang baju bekas mana harganya mahal pas komplain ke pedagangnya malah diblokir greget banget aku sudah mending shopee tokped deh,"['gue', 'gak', 'pernah', 'percaya', 'fb', 'marketplace', 'soalnya', 'tetangga', 'yg', 'beli', 'baju', 'gamis', 'gitu', 'gambarnya', 'bagus', 'banget', 'ternyata', 'yg', 'datang', 'baju', 'bekas', 'mana', 'harganya', 'mahal', 'pas', 'komplain', 'pedagangnya', 'malah', 'diblokir', 'greget', 'banget', 'gue', 'udah', 'mending', 'shopee', 'tokped', 'deh']","['gue', 'gak', 'pernah', 'percaya', 'fb', 'marketplace', 'soalnya', 'tetangga', 'yg', 'beli', 'baju', 'gamis', 'gitu', 'gambarnya', 'bagus', 'banget', 'ternyata', 'yg', 'datang', 'baju', 'bekas', 'mana', 'harganya', 'mahal', 'pas', 'komplain', 'pedagangnya', 'malah', 'diblokir', 'greget', 'banget', 'gue', 'udah', 'mending', 'shopee', 'tokped', 'deh']",negative
Jenis scalpers resell FREE tote bag tu memang perangai mcm Yahudi ya. 300-500myr for that? Nampak kat fb marketplace ada yg sampai 1k. Lol. Semoga takde yg beli lah. ‍,jenis scalpers resell free tote bag tu memang perangai mcm yahudi ya myr for that nampak kat fb marketplace ada yg sampai lol semoga takde yg beli lah,"['jenis', 'scalpers', 'resell', 'free', 'tote', 'bag', 'tu', 'memang', 'perangai', 'mcm', 'yahudi', 'ya', 'myr', 'for', 'that', 'nampak', 'kat', 'fb', 'marketplace', 'ada', 'yg', 'sampai', 'lol', 'semoga', 'takde', 'yg', 'beli', 'lah']",jenis scalpers resell free tote bagian itu memang perangai mcm yahudi ya myr for that nampak kat fb marketplace ada yang sampai lol semoga takde yang beli lah,"['jenis', 'scalpers', 'resell', 'free', 'tote', 'bag', 'tu', 'memang', 'perangai', 'mcm', 'yahudi', 'myr', 'for', 'that', 'nampak', 'kat', 'fb', 'marketplace', 'yg', 'lol', 'semoga', 'takde', 'yg', 'beli', 'lah']","['jenis', 'scalpers', 'resell', 'free', 'tote', 'bag', 'tu', 'memang', 'perangai', 'mcm', 'yahudi', 'myr', 'for', 'that', 'nampak', 'kat', 'fb', 'marketplace', 'yg', 'lol', 'semoga', 'takde', 'yg', 'beli', 'lah']",negative
Kemaren juga hampir mau Tuker tambah di marketplace fb dah deal harganya tapi curiga nomornya ga bisa ditampilkan di getcontact trs harganya di bawah pasaran dan foto di etalasenya burik. Skip deh ga jadi cod.,kemaren juga hampir mau tuker tambah di marketplace fb dah deal harganya tapi curiga nomornya ga bisa ditampilkan di getcontact trs harganya di bawah pasaran dan foto di etalasenya burik skip deh ga jadi cod,"['kemaren', 'juga', 'hampir', 'mau', 'tuker', 'tambah', 'di', 'marketplace', 'fb', 'dah', 'deal', 'harganya', 'tapi', 'curiga', 'nomornya', 'ga', 'bisa', 'ditampilkan', 'di', 'getcontact', 'trs', 'harganya', 'di', 'bawah', 'pasaran', 'dan', 'foto', 'di', 'etalasenya', 'burik', 'skip', 'deh', 'ga', 'jadi', 'cod']",kemarin juga hampir mau tuker tambah di marketplace fb sudah deal harganya tapi curiga nomornya tidak bisa ditampilkan di getcontact terus harganya di bawah pasaran dan foto di etalasenya burik skip deh tidak jadi cod,"['kemaren', 'hampir', 'mau', 'tuker', 'tambah', 'marketplace', 'fb', 'dah', 'deal', 'harganya', 'curiga', 'nomornya', 'ga', 'ditampilkan', 'getcontact', 'trs', 'harganya', 'bawah', 'pasaran', 'foto', 'etalasenya', 'burik', 'skip', 'deh', 'ga', 'jadi', 'cod']","['kemaren', 'hampir', 'mau', 'tuker', 'tambah', 'marketplace', 'fb', 'dah', 'deal', 'harganya', 'curiga', 'nomornya', 'ga', 'ditampilkan', 'getcontact', 'trs', 'harganya', 'bawah', 'pasaran', 'foto', 'etalasenya', 'burik', 'skip', 'deh', 'ga', 'jadi', 'cod']",negative
alhamdulillah ud khatam krn spesies begini muncul dr marketplace fb mulai dr yg jual handphone motor mobil,alhamdulillah ud khatam krn spesies begini muncul dr marketplace fb mulai dr yg jual handphone motor mobil,"['alhamdulillah', 'ud', 'khatam', 'krn', 'spesies', 'begini', 'muncul', 'dr', 'marketplace', 'fb', 'mulai', 'dr', 'yg', 'jual', 'handphone', 'motor', 'mobil']",alhamdulillah sudah khatam karena  spesies begini muncul dari marketplace fb mulai dari yang jual handphone motor mobil,"['alhamdulillah', 'ud', 'khatam', 'krn', 'spesies', 'begini', 'muncul', 'dr', 'marketplace', 'fb', 'mulai', 'dr', 'yg', 'jual', 'handphone', 'motor', 'mobil']","['alhamdulillah', 'ud', 'khatam', 'krn', 'spesies', 'begini', 'muncul', 'dr', 'marketplace', 'fb', 'mulai', 'dr', 'yg', 'jual', 'handphone', 'motor', 'mobil']",positive
@MaskerMedis_ @minguksenior @CokiePramuka @Jateng_Twit @akuratco Lihat di fb marketplace STNK only jual beli motor mobil daerah pati masih banyak beredar dan itu fakta,lihat di fb marketplace stnk only jual beli motor mobil daerah pati masih banyak beredar dan itu fakta,"['lihat', 'di', 'fb', 'marketplace', 'stnk', 'only', 'jual', 'beli', 'motor', 'mobil', 'daerah', 'pati', 'masih', 'banyak', 'beredar', 'dan', 'itu', 'fakta']",lihat di fb marketplace stnk only jual beli motor mobil daerah pati masih banyak beredar dan itu fakta,"['lihat', 'fb', 'marketplace', 'stnk', 'only', 'jual', 'beli', 'motor', 'mobil', 'daerah', 'pati', 'banyak', 'beredar', 'fakta']","['lihat', 'fb', 'marketplace', 'stnk', 'only', 'jual', 'beli', 'motor', 'mobil', 'daerah', 'pati', 'banyak', 'beredar', 'fakta']",negative
Cuma info aja Padahal di FB banyak ntah marketplace atau grup,cuma info aja padahal di fb banyak ntah marketplace atau grup,"['cuma', 'info', 'aja', 'padahal', 'di', 'fb', 'banyak', 'ntah', 'marketplace', 'atau', 'grup']",hanya info saja padahal di fb banyak entah marketplace atau grup,"['cuma', 'info', 'aja', 'padahal', 'fb', 'banyak', 'ntah', 'marketplace', 'grup']","['cuma', 'info', 'aja', 'padahal', 'fb', 'banyak', 'ntah', 'marketplace', 'grup']",positive
Baru ngeh uang palsu dijual2in dengan bebas di FB marketplace https://t.co/jTVQRZ7OQf,baru ngeh uang palsu dijualin dengan bebas di fb marketplace,"['baru', 'ngeh', 'uang', 'palsu', 'dijualin', 'dengan', 'bebas', 'di', 'fb', 'marketplace']",baru ngeh uang palsu dijualin dengan bebas di fb marketplace,"['baru', 'ngeh', 'uang', 'palsu', 'dijualin', 'bebas', 'fb', 'marketplace']","['baru', 'ngeh', 'uang', 'palsu', 'dijualin', 'bebas', 'fb', 'marketplace']",negative
Orang jaman sekarang udah nggak malu malu lagi buat menawarkan sesuatu yang illegal berani iklan di marketplace fb Mulai dari mobil/motor bodong uang palsu ijazah palsu sampai bikin sim tanpa tes tinggal foto Entah karena merasa aman punya backing atau apa ya? https://t.co/UKkvS4kwFF,orang jaman sekarang udah nggak malu malu lagi buat menawarkan sesuatu yang illegal berani iklan di marketplace fb mulai dari mobilmotor bodong uang palsu ijazah palsu sampai bikin sim tanpa tes tinggal foto entah karena merasa aman punya backing atau apa ya,"['orang', 'jaman', 'sekarang', 'udah', 'nggak', 'malu', 'malu', 'lagi', 'buat', 'menawarkan', 'sesuatu', 'yang', 'illegal', 'berani', 'iklan', 'di', 'marketplace', 'fb', 'mulai', 'dari', 'mobilmotor', 'bodong', 'uang', 'palsu', 'ijazah', 'palsu', 'sampai', 'bikin', 'sim', 'tanpa', 'tes', 'tinggal', 'foto', 'entah', 'karena', 'merasa', 'aman', 'punya', 'backing', 'atau', 'apa', 'ya']",orang zaman sekarang sudah tidak malu malu lagi buat menawarkan sesuatu yang illegal berani iklan di marketplace fb mulai dari mobilmotor bodong uang palsu ijazah palsu sampai bikin sim tanpa tes tinggal foto entah karena merasa aman punya backing atau apa ya,"['orang', 'jaman', 'sekarang', 'udah', 'malu', 'malu', 'buat', 'menawarkan', 'illegal', 'berani', 'iklan', 'marketplace', 'fb', 'mulai', 'mobilmotor', 'bodong', 'uang', 'palsu', 'ijazah', 'palsu', 'bikin', 'sim', 'tes', 'tinggal', 'foto', 'entah', 'merasa', 'aman', 'punya', 'backing', 'apa']","['orang', 'jaman', 'sekarang', 'udah', 'malu', 'malu', 'buat', 'menawarkan', 'illegal', 'berani', 'iklan', 'marketplace', 'fb', 'mulai', 'mobilmotor', 'bodong', 'uang', 'palsu', 'ijazah', 'palsu', 'bikin', 'sim', 'tes', 'tinggal', 'foto', 'entah', 'merasa', 'aman', 'punya', 'backing', 'apa']",negative
@ridwanhr di fb marketplace itu apa aja bisa dijual salah satunya daging kurban kemarin,di fb marketplace itu apa aja bisa dijual salah satunya daging kurban kemarin,"['di', 'fb', 'marketplace', 'itu', 'apa', 'aja', 'bisa', 'dijual', 'salah', 'satunya', 'daging', 'kurban', 'kemarin']",di fb marketplace itu apa saja bisa dijual salah satunya daging kurban kemarin,"['fb', 'marketplace', 'apa', 'aja', 'dijual', 'salah', 'satunya', 'daging', 'kurban', 'kemarin']","['fb', 'marketplace', 'apa', 'aja', 'dijual', 'salah', 'satunya', 'daging', 'kurban', 'kemarin']",negative
@ridwanhr Marketplace fb setara dengan dark web apa aja ada wkwk,marketplace fb setara dengan dark web apa aja ada wkwk,"['marketplace', 'fb', 'setara', 'dengan', 'dark', 'web', 'apa', 'aja', 'ada', 'wkwk']",marketplace fb setara dengan dark web apa saja ada wkwk,"['marketplace', 'fb', 'setara', 'dark', 'web', 'apa', 'aja', 'wkwk']","['marketplace', 'fb', 'setara', 'dark', 'web', 'apa', 'aja', 'wkwk']",negative
@ridwanhr wah gokil. seharusnya kalau pada berani bikin iklan di fb marketplace kayak gini mudah banget buat diberangus plokis... seharusnya ya....,wah gokil seharusnya kalau pada berani bikin iklan di fb marketplace kayak gini mudah banget buat diberangus plokis seharusnya ya,"['wah', 'gokil', 'seharusnya', 'kalau', 'pada', 'berani', 'bikin', 'iklan', 'di', 'fb', 'marketplace', 'kayak', 'gini', 'mudah', 'banget', 'buat', 'diberangus', 'plokis', 'seharusnya', 'ya']",wah gokil seharusnya kalau pada berani bikin iklan di fb marketplace seperti begini mudah banget buat diberangus plokis seharusnya ya,"['wah', 'gokil', 'kalau', 'berani', 'bikin', 'iklan', 'fb', 'marketplace', 'kayak', 'gini', 'mudah', 'banget', 'buat', 'diberangus', 'plokis']","['wah', 'gokil', 'kalau', 'berani', 'bikin', 'iklan', 'fb', 'marketplace', 'kayak', 'gini', 'mudah', 'banget', 'buat', 'diberangus', 'plokis']",negative
@ridwanhr abis liat marketplace FB ketik keyword upal kok yang muncul semua lokasinya di Pati ya,abis liat marketplace fb ketik keyword upal kok yang muncul semua lokasinya di pati ya,"['abis', 'liat', 'marketplace', 'fb', 'ketik', 'keyword', 'upal', 'kok', 'yang', 'muncul', 'semua', 'lokasinya', 'di', 'pati', 'ya']",habis lihat marketplace fb ketik keyword upal kok yang muncul semua lokasinya di pati ya,"['abis', 'liat', 'marketplace', 'fb', 'ketik', 'keyword', 'upal', 'kok', 'muncul', 'semua', 'lokasinya', 'pati']","['abis', 'liat', 'marketplace', 'fb', 'ketik', 'keyword', 'upal', 'kok', 'muncul', 'semua', 'lokasinya', 'pati']",negative
@tvOneNews Uang palsu banyak dijual di FB Marketplace coba aja pk keyword upal .,uang palsu banyak dijual di fb marketplace coba aja pk keyword upal,"['uang', 'palsu', 'banyak', 'dijual', 'di', 'fb', 'marketplace', 'coba', 'aja', 'pk', 'keyword', 'upal']",uang palsu banyak dijual di fb marketplace coba saja bapak keyword upal,"['uang', 'palsu', 'banyak', 'dijual', 'fb', 'marketplace', 'coba', 'aja', 'pk', 'keyword', 'upal']","['uang', 'palsu', 'banyak', 'dijual', 'fb', 'marketplace', 'coba', 'aja', 'pk', 'keyword', 'upal']",negative
@ridwanhr Apa itu darkweb... wkwkwk in fb marketplace we trust,apa itu darkweb wkwkwk in fb marketplace we trust,"['apa', 'itu', 'darkweb', 'wkwkwk', 'in', 'fb', 'marketplace', 'we', 'trust']",apa itu darkweb wkwkwk in fb marketplace we trust,"['apa', 'darkweb', 'wkwkwk', 'in', 'fb', 'marketplace', 'we', 'trust']","['apa', 'darkweb', 'wkwkwk', 'in', 'fb', 'marketplace', 'we', 'trust']",negative
@TimpalBali Nyari di marketplace nder atau di group2 FB banyak kok,nyari di marketplace nder atau di group fb banyak kok,"['nyari', 'di', 'marketplace', 'nder', 'atau', 'di', 'group', 'fb', 'banyak', 'kok']",mencari di marketplace nder atau di group fb banyak kok,"['nyari', 'marketplace', 'nder', 'group', 'fb', 'banyak', 'kok']","['nyari', 'marketplace', 'nder', 'group', 'fb', 'banyak', 'kok']",positive
@hoyllund marketplace fb a wkwkw,marketplace fb wkwkw,"['marketplace', 'fb', 'wkwkw']",marketplace fb wkwkw,"['marketplace', 'fb', 'wkwkw']","['marketplace', 'fb', 'wkwkw']",negative
@ridwanhr Saya pernah lapor ke kominfo soal kata kunci upal di fb marketplace tapi gak pernah ada tanggapan.,saya pernah lapor ke kominfo soal kata kunci upal di fb marketplace tapi gak pernah ada tanggapan,"['saya', 'pernah', 'lapor', 'ke', 'kominfo', 'soal', 'kata', 'kunci', 'upal', 'di', 'fb', 'marketplace', 'tapi', 'gak', 'pernah', 'ada', 'tanggapan']",saya pernah lapor ke kominfo soal kata kunci upal di fb marketplace tapi tidak pernah ada tanggapan,"['pernah', 'lapor', 'kominfo', 'soal', 'kata', 'kunci', 'upal', 'fb', 'marketplace', 'gak', 'pernah', 'tanggapan']","['pernah', 'lapor', 'kominfo', 'soal', 'kata', 'kunci', 'upal', 'fb', 'marketplace', 'gak', 'pernah', 'tanggapan']",negative
Cova search di fb marketplace dengan keyword upal Habis itu jadi nggak pengen nerima Rupiah Cash ,cova search di fb marketplace dengan keyword upal habis itu jadi nggak pengen nerima rupiah cash,"['cova', 'search', 'di', 'fb', 'marketplace', 'dengan', 'keyword', 'upal', 'habis', 'itu', 'jadi', 'nggak', 'pengen', 'nerima', 'rupiah', 'cash']",cova search di fb marketplace dengan keyword upal habis itu jadi tidak ingin nerima rupiah cash,"['cova', 'search', 'fb', 'marketplace', 'keyword', 'upal', 'habis', 'jadi', 'pengen', 'nerima', 'rupiah', 'cash']","['cova', 'search', 'fb', 'marketplace', 'keyword', 'upal', 'habis', 'jadi', 'pengen', 'nerima', 'rupiah', 'cash']",negative
Fb marketplace sangat berbahaya akhir akhir ini,fb marketplace sangat berbahaya akhir akhir ini,"['fb', 'marketplace', 'sangat', 'berbahaya', 'akhir', 'akhir', 'ini']",fb marketplace sangat berbahaya akhir akhir ini,"['fb', 'marketplace', 'sangat', 'berbahaya', 'akhir', 'akhir']","['fb', 'marketplace', 'sangat', 'berbahaya', 'akhir', 'akhir']",negative
Mencapai level menginstall fb n massenger utk marketplace fb,mencapai level menginstall fb massenger utk marketplace fb,"['mencapai', 'level', 'menginstall', 'fb', 'massenger', 'utk', 'marketplace', 'fb']",mencapai level menginstall fb massenger untuk marketplace fb,"['mencapai', 'level', 'menginstall', 'fb', 'massenger', 'utk', 'marketplace', 'fb']","['mencapai', 'level', 'menginstall', 'fb', 'massenger', 'utk', 'marketplace', 'fb']",positive
@urghwell @MaisarahMahmud Rajin scroll apps carousell nego price. Atau fb marketplace. And make sure COD tengok barang dulu n bayar masa ambik barang. InshaAllah okay n tak kena scam,rajin scroll apps carousell nego price atau fb marketplace and make sure cod tengok barang dulu bayar masa ambik barang inshaallah okay tak kena scam,"['rajin', 'scroll', 'apps', 'carousell', 'nego', 'price', 'atau', 'fb', 'marketplace', 'and', 'make', 'sure', 'cod', 'tengok', 'barang', 'dulu', 'bayar', 'masa', 'ambik', 'barang', 'inshaallah', 'okay', 'tak', 'kena', 'scam']",rajin scroll apps carousell nego price atau fb marketplace dan makai sure cod lihat barang dulu bayar masa ambik barang insya allah oke tidak kena scam,"['rajin', 'scroll', 'apps', 'carousell', 'nego', 'price', 'fb', 'marketplace', 'and', 'make', 'sure', 'cod', 'tengok', 'barang', 'dulu', 'bayar', 'masa', 'ambik', 'barang', 'inshaallah', 'okay', 'tak', 'kena', 'scam']","['rajin', 'scroll', 'apps', 'carousell', 'nego', 'price', 'fb', 'marketplace', 'and', 'make', 'sure', 'cod', 'tengok', 'barang', 'dulu', 'bayar', 'masa', 'ambik', 'barang', 'inshaallah', 'okay', 'tak', 'kena', 'scam']",positive
Capek gue di ghosting trs jualan di carousell dan fb marketplace. Dijual krn fit nya ga cocok buat kaki gue yg wide. Baru bbp kali dipake daily walking. Siapa tau warga x minat. Jual Asics Gel-Nimbus 26 - All Black Size EU 40.5 / 25.5cm Nett 1 5jt sajaahh https://t.co/BzAqYgkbJF,capek gue di ghosting trs jualan di carousell dan fb marketplace dijual krn fit nya ga cocok buat kaki gue yg wide baru bbp kali dipake daily walking siapa tau warga minat jual asics gelnimbus all black size eu cm nett jt sajaahh,"['capek', 'gue', 'di', 'ghosting', 'trs', 'jualan', 'di', 'carousell', 'dan', 'fb', 'marketplace', 'dijual', 'krn', 'fit', 'nya', 'ga', 'cocok', 'buat', 'kaki', 'gue', 'yg', 'wide', 'baru', 'bbp', 'kali', 'dipake', 'daily', 'walking', 'siapa', 'tau', 'warga', 'minat', 'jual', 'asics', 'gelnimbus', 'all', 'black', 'size', 'eu', 'cm', 'nett', 'jt', 'sajaahh']",capek aku di ghosting terus jualan di carousell dan fb marketplace dijual karena  fit nya tidak cocok buat kaki aku yang wide baru bbp kali dipakai daily walking siapa tahu warga minat jual asics gelnimbus all black size eu hanya nett juta sajaahh,"['capek', 'gue', 'ghosting', 'trs', 'jualan', 'carousell', 'fb', 'marketplace', 'dijual', 'krn', 'fit', 'nya', 'ga', 'cocok', 'buat', 'kaki', 'gue', 'yg', 'wide', 'baru', 'bbp', 'kali', 'dipake', 'daily', 'walking', 'siapa', 'tau', 'warga', 'minat', 'jual', 'asics', 'gelnimbus', 'all', 'black', 'size', 'eu', 'cm', 'nett', 'jt', 'sajaahh']","['capek', 'gue', 'ghosting', 'trs', 'jualan', 'carousell', 'fb', 'marketplace', 'dijual', 'krn', 'fit', 'nya', 'ga', 'cocok', 'buat', 'kaki', 'gue', 'yg', 'wide', 'baru', 'bbp', 'kali', 'dipake', 'daily', 'walking', 'siapa', 'tau', 'warga', 'minat', 'jual', 'asics', 'gelnimbus', 'all', 'black', 'size', 'eu', 'cm', 'nett', 'jt', 'sajaahh']",negative
@aceruleanrush @xiayuejiu Fb udah ada marketplace sendiri.. liat aj disitu sesuai dom bisa diatur bnyak bgt yg jualan atau tinggal masuk ke grup grup jb.,fb udah ada marketplace sendiri liat aj disitu sesuai dom bisa diatur bnyak bgt yg jualan atau tinggal masuk ke grup grup jb,"['fb', 'udah', 'ada', 'marketplace', 'sendiri', 'liat', 'aj', 'disitu', 'sesuai', 'dom', 'bisa', 'diatur', 'bnyak', 'bgt', 'yg', 'jualan', 'atau', 'tinggal', 'masuk', 'ke', 'grup', 'grup', 'jb']",fb sudah ada marketplace sendiri lihat aj disitu sesuai dom bisa diatur banyak begitu yang jualan atau tinggal masuk ke grup grup jb,"['fb', 'udah', 'marketplace', 'sendiri', 'liat', 'aj', 'disitu', 'sesuai', 'dom', 'diatur', 'bnyak', 'bgt', 'yg', 'jualan', 'tinggal', 'masuk', 'grup', 'grup', 'jb']","['fb', 'udah', 'marketplace', 'sendiri', 'liat', 'aj', 'disitu', 'sesuai', 'dom', 'diatur', 'bnyak', 'bgt', 'yg', 'jualan', 'tinggal', 'masuk', 'grup', 'grup', 'jb']",positive
Padahal di FB marketplace yang BU karena judol banyak banget.,padahal di fb marketplace yang bu karena judol banyak banget,"['padahal', 'di', 'fb', 'marketplace', 'yang', 'bu', 'karena', 'judol', 'banyak', 'banget']",padahal di fb marketplace yang bu karena judol banyak banget,"['padahal', 'fb', 'marketplace', 'bu', 'judol', 'banyak', 'banget']","['padahal', 'fb', 'marketplace', 'bu', 'judol', 'banyak', 'banget']",negative
@ribkadel The reason I back to FB wkwkw Hanya bagian grup dan marketplace aja,the reason back to fb wkwkw hanya bagian grup dan marketplace aja,"['the', 'reason', 'back', 'to', 'fb', 'wkwkw', 'hanya', 'bagian', 'grup', 'dan', 'marketplace', 'aja']",the reason kembali to fb wkwkw hanya bagian grup dan marketplace saja,"['the', 'reason', 'back', 'to', 'fb', 'wkwkw', 'bagian', 'grup', 'marketplace', 'aja']","['the', 'reason', 'back', 'to', 'fb', 'wkwkw', 'bagian', 'grup', 'marketplace', 'aja']",positive
godaan terbesar iki ancen nde marketplace fb ajg rego miring kabeh wkwkw,godaan terbesar iki ancen nde marketplace fb ajg rego miring kabeh wkwkw,"['godaan', 'terbesar', 'iki', 'ancen', 'nde', 'marketplace', 'fb', 'ajg', 'rego', 'miring', 'kabeh', 'wkwkw']",godaan terbesar ini ancen nde marketplace fb ajg rego miring kabeh wkwkw,"['godaan', 'terbesar', 'iki', 'ancen', 'nde', 'marketplace', 'fb', 'ajg', 'rego', 'miring', 'kabeh', 'wkwkw']","['godaan', 'terbesar', 'iki', 'ancen', 'nde', 'marketplace', 'fb', 'ajg', 'rego', 'miring', 'kabeh', 'wkwkw']",negative
@skyxheartsss emang beneran lumayan kak kemarin bantu temen nyari sparepartnya walah puyeng saran cari copotan aja di marketplace fb biasanya ada kak,emang beneran lumayan kak kemarin bantu temen nyari sparepartnya walah puyeng saran cari copotan aja di marketplace fb biasanya ada kak,"['emang', 'beneran', 'lumayan', 'kak', 'kemarin', 'bantu', 'temen', 'nyari', 'sparepartnya', 'walah', 'puyeng', 'saran', 'cari', 'copotan', 'aja', 'di', 'marketplace', 'fb', 'biasanya', 'ada', 'kak']",memang benaran lumayan kak kemarin bantu teman mencari sparepartnya walah pusing saran cari copotan saja di marketplace fb biasanya ada kak,"['emang', 'beneran', 'lumayan', 'kak', 'kemarin', 'bantu', 'temen', 'nyari', 'sparepartnya', 'walah', 'puyeng', 'saran', 'cari', 'copotan', 'aja', 'marketplace', 'fb', 'biasanya', 'kak']","['emang', 'beneran', 'lumayan', 'kak', 'kemarin', 'bantu', 'temen', 'nyari', 'sparepartnya', 'walah', 'puyeng', 'saran', 'cari', 'copotan', 'aja', 'marketplace', 'fb', 'biasanya', 'kak']",positive
@haisugaaa Coba cari di marketplace FB ,coba cari di marketplace fb,"['coba', 'cari', 'di', 'marketplace', 'fb']",coba cari di marketplace fb,"['coba', 'cari', 'marketplace', 'fb']","['coba', 'cari', 'marketplace', 'fb']",positive
@AlvChrist Fb marketplace adalah jalan ninjaku,fb marketplace adalah jalan ninjaku,"['fb', 'marketplace', 'adalah', 'jalan', 'ninjaku']",fb marketplace adalah jalan ninjaku,"['fb', 'marketplace', 'jalan', 'ninjaku']","['fb', 'marketplace', 'jalan', 'ninjaku']",positive
